name,id,code,shortName,description,formName,domainType,valueType,aggregationoperator,categoryCombo.id,class,Inverse
"[H-TNT: HIV I-4, COMMENT] Number of AIDS-related deaths per 100,000 population",JrmJVLv8WvD,"H-TNT: HIV I-4, COMMENT, INVERSE","H-TNT: HIV I-4, COMMENT"," HIV I-4 Number of AIDS-related deaths per 100,000 population",LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,Yes
"[H-TNT: HIV I-4, RESULT] Number of AIDS-related deaths per 100,000 population",V7GQh2MJ3dn,"H-TNT: HIV I-4, RESULT, INVERSE","H-TNT: HIV I-4, RESULT"," HIV I-4 Number of AIDS-related deaths per 100,000 population",NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,Yes
"[H-TNT: HIV I-6, COMMENT] Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months",ouJf4eHmbpJ,"H-TNT: HIV I-6, COMMENT, INVERSE","H-TNT: HIV I-6, COMMENT",HIV I-6 Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,Yes
"[H-TNT: HIV I-6, RESULT] Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months",Tuz4sRolB3d,"H-TNT: HIV I-6, RESULT, INVERSE","H-TNT: HIV I-6, RESULT",HIV I-6 Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,Yes
"[H-TNT: HIV I-6, TARGET] Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months",lnms9JeyJ96,"H-TNT: HIV I-6, TARGET, INVERSE","H-TNT: HIV I-6, TARGET",HIV I-6 Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,Yes
"[H-TNT: HIV O-10, COMMENT] Percent of respondents who say they used a condom the last time they had sex with a non-marital, non-cohabiting partner, of those who have had sex with such a partner in the last 12 months",RC05BMIO8dN,"H-TNT: HIV O-10, COMMENT","H-TNT: HIV O-10, COMMENT"," HIV O-10 Percent of respondents who say they used a condom the last time they had sex with a non-marital, non-cohabiting partner, of those who have had sex with such a partner in the last 12 months",LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV O-10, RESULT] Percent of respondents who say they used a condom the last time they had sex with a non-marital, non-cohabiting partner, of those who have had sex with such a partner in the last 12 months",hNzESV1dPI0,"H-TNT: HIV O-10, RESULT","H-TNT: HIV O-10, RESULT"," HIV O-10 Percent of respondents who say they used a condom the last time they had sex with a non-marital, non-cohabiting partner, of those who have had sex with such a partner in the last 12 months",PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV O-10, TARGET] Percent of respondents who say they used a condom the last time they had sex with a non-marital, non-cohabiting partner, of those who have had sex with such a partner in the last 12 months",j0RctpD06dX,"H-TNT: HIV O-10, TARGET","H-TNT: HIV O-10, TARGET"," HIV O-10 Percent of respondents who say they used a condom the last time they had sex with a non-marital, non-cohabiting partner, of those who have had sex with such a partner in the last 12 months",PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV O-11⁽ᴹ⁾, COMMENT] Percentage of people living with HIV who know their HIV status at the end of the reporting period",ZQwnmwO8pKn,"H-TNT: HIV O-11⁽ᴹ⁾, COMMENT","H-TNT: HIV O-11⁽ᴹ⁾, COMMENT",HIV O-11⁽ᴹ⁾ Percentage of people living with HIV who know their HIV status at the end of the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV O-11⁽ᴹ⁾, RESULT] Percentage of people living with HIV who know their HIV status at the end of the reporting period",IuQGrOpvaYF,"H-TNT: HIV O-11⁽ᴹ⁾, RESULT","H-TNT: HIV O-11⁽ᴹ⁾, RESULT",HIV O-11⁽ᴹ⁾ Percentage of people living with HIV who know their HIV status at the end of the reporting period,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV O-11⁽ᴹ⁾, TARGET] Percentage of people living with HIV who know their HIV status at the end of the reporting period",VYx4WEiIhLp,"H-TNT: HIV O-11⁽ᴹ⁾, TARGET","H-TNT: HIV O-11⁽ᴹ⁾, TARGET",HIV O-11⁽ᴹ⁾ Percentage of people living with HIV who know their HIV status at the end of the reporting period,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV O-12, COMMENT] Percentage of people living with HIV and on ART who are virologically suppressed",fqVIqlqn6XS,"H-TNT: HIV O-12, COMMENT","H-TNT: HIV O-12, COMMENT",HIV O-12 Percentage of people living with HIV and on ART who are virologically suppressed,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV O-12, RESULT] Percentage of people living with HIV and on ART who are virologically suppressed",bTanVaQwheM,"H-TNT: HIV O-12, RESULT","H-TNT: HIV O-12, RESULT",HIV O-12 Percentage of people living with HIV and on ART who are virologically suppressed,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV O-12, TARGET] Percentage of people living with HIV and on ART who are virologically suppressed",YT0sr3x1Tuh,"H-TNT: HIV O-12, TARGET","H-TNT: HIV O-12, TARGET",HIV O-12 Percentage of people living with HIV and on ART who are virologically suppressed,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV O-21, COMMENT] Percentage of people living with HIV not on ART at the end of the reporting period among people living with HIV who were either on ART at the end of the last reporting period or newly initiated on ART du",XY7Sl0Z22o9,"H-TNT: HIV O-21, COMMENT","H-TNT: HIV O-21, COMMENT",HIV O-21 Percentage of people living with HIV not on ART at the end of the reporting period among people living with HIV who were either on ART at the end of the last reporting period or newly initiated on ART duri,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV O-21, RESULT] Percentage of people living with HIV not on ART at the end of the reporting period among people living with HIV who were either on ART at the end of the last reporting period or newly initiated on ART dur",nsPREbUgHSq,"H-TNT: HIV O-21, RESULT","H-TNT: HIV O-21, RESULT",HIV O-21 Percentage of people living with HIV not on ART at the end of the reporting period among people living with HIV who were either on ART at the end of the last reporting period or newly initiated on ART duri,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV O-21, TARGET] Percentage of people living with HIV not on ART at the end of the reporting period among people living with HIV who were either on ART at the end of the last reporting period or newly initiated on ART dur",gkvqeo6Y8oG,"H-TNT: HIV O-21, TARGET","H-TNT: HIV O-21, TARGET",HIV O-21 Percentage of people living with HIV not on ART at the end of the reporting period among people living with HIV who were either on ART at the end of the last reporting period or newly initiated on ART duri,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV SS, COMMODITY] Products Narrative - Quarterly",oGSznpdTWLd,"H-TNT: HIV SS, COMMODITY","H-TNT: HIV SS, COMMODITY",HIV SS Products Narrative - Quarterly,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HIV SS-1, COMMODITY] Ending balance",bELIse0r4Xg,"H-TNT: HIV SS-1, COMMODITY","H-TNT: HIV SS-1, COMMODITY",HIV SS-1 Ending balance,INTEGER,AGGREGATE,INTEGER,,gXa68rRa1zg,Programmes PR,No
"[H-TNT: HIV SS-2, COMMODITY] Average Monthly Consumption",TIrviTmoXio,"H-TNT: HIV SS-2, COMMODITY","H-TNT: HIV SS-2, COMMODITY",HIV SS-2 Average Monthly Consumption,INTEGER,AGGREGATE,INTEGER,,gXa68rRa1zg,Programmes PR,No
"[H-TNT: HIV SS-3, COMMODITY] Stock out rate - Denominator",X4Yj1bFJHFW,"H-TNT: HIV SS-3, COMMODITY","H-TNT: HIV SS-3, COMMODITY",HIV SS-3 Stock out rate - Denominator,INTEGER,AGGREGATE,INTEGER,,gXa68rRa1zg,Programmes PR,No
"[H-TNT: HIV SS-4, COMMODITY] Stock out rate - Numerator",uxCefckfY5Q,"H-TNT: HIV SS-4, COMMODITY","H-TNT: HIV SS-4, COMMODITY",HIV SS-4 Stock out rate - Numerator,INTEGER,AGGREGATE,INTEGER,,gXa68rRa1zg,Programmes PR,No
"[H-TNT: HIV SS-5, COMMODITY] Under procurement",UCl3Mm6yrMm,"H-TNT: HIV SS-5, COMMODITY","H-TNT: HIV SS-5, COMMODITY",HIV SS-5 Under procurement,INTEGER,AGGREGATE,INTEGER,,gXa68rRa1zg,Programmes PR,No
"[H-TNT: HTS-4, COMMENT] % of HIV-positive results among the total HIV tests performed during the reporting period",kDpnbppkIZv,"H-TNT: HTS-4, COMMENT","H-TNT: HTS-4, COMMENT",HTS-4 % of HIV-positive results among the total HIV tests performed during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HTS-4, RESULT] % of HIV-positive results among the total HIV tests performed during the reporting period",kmVw1MlRsvt,"H-TNT: HTS-4, RESULT","H-TNT: HTS-4, RESULT",HTS-4 % of HIV-positive results among the total HIV tests performed during the reporting period,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: HTS-4, TARGET] % of HIV-positive results among the total HIV tests performed during the reporting period",AdrKf1UUJKm,"H-TNT: HTS-4, TARGET","H-TNT: HTS-4, TARGET",HTS-4 % of HIV-positive results among the total HIV tests performed during the reporting period,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: M&E-2b, COMMENT] Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines",fZT6rglkikd,"H-TNT: M&E-2b, COMMENT","H-TNT: M&E-2b, COMMENT",M&E-2b Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: M&E-2b, RESULT] Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines",c58TWgYkz3x,"H-TNT: M&E-2b, RESULT","H-TNT: M&E-2b, RESULT",M&E-2b Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: M&E-2b, TARGET] Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines",h6eq5zhr0zI,"H-TNT: M&E-2b, TARGET","H-TNT: M&E-2b, TARGET",M&E-2b Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: MEN-1, COMMENT] Number of medical male circumcisions performed according to national standards",tdHGP0b43mR,"H-TNT: MEN-1, COMMENT","H-TNT: MEN-1, COMMENT",MEN-1 Number of medical male circumcisions performed according to national standards,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: MEN-1, RESULT] Number of medical male circumcisions performed according to national standards",nmyPKH8vcpl,"H-TNT: MEN-1, RESULT","H-TNT: MEN-1, RESULT",MEN-1 Number of medical male circumcisions performed according to national standards,INTEGER,AGGREGATE,INTEGER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: MEN-1, TARGET] Number of medical male circumcisions performed according to national standards",NqOqDZ7hSn7,"H-TNT: MEN-1, TARGET","H-TNT: MEN-1, TARGET",MEN-1 Number of medical male circumcisions performed according to national standards,INTEGER,AGGREGATE,INTEGER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: PMTCT-1, COMMENT] Percentage of pregnant women who know their HIV status",xtos8E93LSq,"H-TNT: PMTCT-1, COMMENT","H-TNT: PMTCT-1, COMMENT",PMTCT-1 Percentage of pregnant women who know their HIV status,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: PMTCT-1, RESULT] Percentage of pregnant women who know their HIV status",LRlXonOLlld,"H-TNT: PMTCT-1, RESULT","H-TNT: PMTCT-1, RESULT",PMTCT-1 Percentage of pregnant women who know their HIV status,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: PMTCT-1, TARGET] Percentage of pregnant women who know their HIV status",QRQp2aVn8Kp,"H-TNT: PMTCT-1, TARGET","H-TNT: PMTCT-1, TARGET",PMTCT-1 Percentage of pregnant women who know their HIV status,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: PMTCT-2.1, COMMENT] Percentage of HIV-positive women who received ART during pregnancy and/or labour and delivery",opgUbhqm9Tj,"H-TNT: PMTCT-2.1, COMMENT","H-TNT: PMTCT-2.1, COMMENT",PMTCT-2.1 Percentage of HIV-positive women who received ART during pregnancy and/or labour and delivery,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: PMTCT-2.1, RESULT] Percentage of HIV-positive women who received ART during pregnancy and/or labour and delivery",WA0yuEBDkkz,"H-TNT: PMTCT-2.1, RESULT","H-TNT: PMTCT-2.1, RESULT",PMTCT-2.1 Percentage of HIV-positive women who received ART during pregnancy and/or labour and delivery,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: PMTCT-2.1, TARGET] Percentage of HIV-positive women who received ART during pregnancy and/or labour and delivery",g69RDAzpccq,"H-TNT: PMTCT-2.1, TARGET","H-TNT: PMTCT-2.1, TARGET",PMTCT-2.1 Percentage of HIV-positive women who received ART during pregnancy and/or labour and delivery,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: PMTCT-3.1, COMMENT] Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth",OWcorzWfjhW,"H-TNT: PMTCT-3.1, COMMENT","H-TNT: PMTCT-3.1, COMMENT",PMTCT-3.1 Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: PMTCT-3.1, RESULT] Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth",mgc8T1kQUIx,"H-TNT: PMTCT-3.1, RESULT","H-TNT: PMTCT-3.1, RESULT",PMTCT-3.1 Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: PMTCT-3.1, TARGET] Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth",tEQijP9e6qs,"H-TNT: PMTCT-3.1, TARGET","H-TNT: PMTCT-3.1, TARGET",PMTCT-3.1 Percentage of HIV-exposed infants receiving a virological test for HIV within 2 months of birth,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: TB/HIV-7, COMMENT] Percentage of PLHIV on ART who initiated TB preventive therapy among those eligible during the reporting period",ZwbVkRwfTDY,"H-TNT: TB/HIV-7, COMMENT","H-TNT: TB/HIV-7, COMMENT",TB/HIV-7 Percentage of PLHIV on ART who initiated TB preventive therapy among those eligible during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: TB/HIV-7, RESULT] Percentage of PLHIV on ART who initiated TB preventive therapy among those eligible during the reporting period",LAYP2BKzeeJ,"H-TNT: TB/HIV-7, RESULT","H-TNT: TB/HIV-7, RESULT",TB/HIV-7 Percentage of PLHIV on ART who initiated TB preventive therapy among those eligible during the reporting period,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: TB/HIV-7, TARGET] Percentage of PLHIV on ART who initiated TB preventive therapy among those eligible during the reporting period",K1n6F3zX7Ai,"H-TNT: TB/HIV-7, TARGET","H-TNT: TB/HIV-7, TARGET",TB/HIV-7 Percentage of PLHIV on ART who initiated TB preventive therapy among those eligible during the reporting period,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: TCS-1.1⁽ᴹ⁾, COMMENT] Percentage of people on ART among all people living with HIV at the end of the reporting period",qtUkmlXEkoB,"H-TNT: TCS-1.1⁽ᴹ⁾, COMMENT","H-TNT: TCS-1.1⁽ᴹ⁾, COMMENT",TCS-1.1⁽ᴹ⁾ Percentage of people on ART among all people living with HIV at the end of the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: TCS-1.1⁽ᴹ⁾, RESULT] Percentage of people on ART among all people living with HIV at the end of the reporting period",vxWdPmWz7zj,"H-TNT: TCS-1.1⁽ᴹ⁾, RESULT","H-TNT: TCS-1.1⁽ᴹ⁾, RESULT",TCS-1.1⁽ᴹ⁾ Percentage of people on ART among all people living with HIV at the end of the reporting period,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[H-TNT: TCS-1.1⁽ᴹ⁾, TARGET] Percentage of people on ART among all people living with HIV at the end of the reporting period",ulzaBlWPmlz,"H-TNT: TCS-1.1⁽ᴹ⁾, TARGET","H-TNT: TCS-1.1⁽ᴹ⁾, TARGET",TCS-1.1⁽ᴹ⁾ Percentage of people on ART among all people living with HIV at the end of the reporting period,PERCENTAGE,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
