name,id,code,shortName,description,formName,domainType,valueType,aggregationoperator,categoryCombo.id,class,Inverse
[GC7/T-TNT/Bedaquiline 100mg-SOR-D/RESULT/COMMODITIES] Bedaquiline 100mg SOR - Denominator,d6BtdGyf6xz,GC7/T-TNT/Bedaquiline 100mg-SOR-D/RESULT/COMMODITI,GC7/T-TNT/Bedaquiline 100mg-SOR-D/RESULT/COMMODITI,Bedaquiline 100mg SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Bedaquiline 100mg-SOR-N/RESULT/COMMODITIES] Bedaquiline 100mg SOR - Numerator,dwTA1znSGiT,GC7/T-TNT/Bedaquiline 100mg-SOR-N/RESULT/COMMODITI,GC7/T-TNT/Bedaquiline 100mg-SOR-N/RESULT/COMMODITI,Bedaquiline 100mg SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Clofazimine 100mg-AMC/RESULT/COMMODITIES] Clofazimine 100mg AMC,welLKgCeH7c,GC7/T-TNT/Clofazimine 100mg-AMC/RESULT/COMMODITIES,GC7/T-TNT/Clofazimine 100mg-AMC/RESULT/COMMODITIES,Clofazimine 100mg AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Clofazimine 100mg-BAL/RESULT/COMMODITIES] Clofazimine 100mg Ending Balance,E93Z5BnFJgN,GC7/T-TNT/Clofazimine 100mg-BAL/RESULT/COMMODITIES,GC7/T-TNT/Clofazimine 100mg-BAL/RESULT/COMMODITIES,Clofazimine 100mg Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Clofazimine 100mg-COMMENT/COMMENT/COMMODITIES] Clofazimine 100mg Comments,cesRVJAlx2s,GC7/T-TNT/Clofazimine 100mg-COMMENT/COMMENT/COMMOD,GC7/T-TNT/Clofazimine 100mg-COMMENT/COMMENT/COMMOD,Clofazimine 100mg Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Clofazimine 100mg-PROC/RESULT/COMMODITIES] Clofazimine 100mg Under Procurement,VZpzVdSrDyT,GC7/T-TNT/Clofazimine 100mg-PROC/RESULT/COMMODITIE,GC7/T-TNT/Clofazimine 100mg-PROC/RESULT/COMMODITIE,Clofazimine 100mg Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Clofazimine 100mg-SOR-D/RESULT/COMMODITIES] Clofazimine 100mg SOR - Denominator,dJCygLU1oaR,GC7/T-TNT/Clofazimine 100mg-SOR-D/RESULT/COMMODITI,GC7/T-TNT/Clofazimine 100mg-SOR-D/RESULT/COMMODITI,Clofazimine 100mg SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Clofazimine 100mg-SOR-N/RESULT/COMMODITIES] Clofazimine 100mg SOR - Numerator,t6ShzlCTvtN,GC7/T-TNT/Clofazimine 100mg-SOR-N/RESULT/COMMODITI,GC7/T-TNT/Clofazimine 100mg-SOR-N/RESULT/COMMODITI,Clofazimine 100mg SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-1/COMMENT/COVERAGE] Percentage of DST laboratories showing adequate performance on External Quality Assurance,upTgrwTjrMH,GC7/T-TNT/COMMENT/DRTB-1/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/DRTB-1/COMMENT/COVERAGE,Percentage of DST laboratories showing adequate performance on External Quality Assurance,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-1/RESULT/COVERAGE] Percentage of DST laboratories showing adequate performance on External Quality Assurance,kgwHYFakZYF,GC7/T-TNT/RESULT/DRTB-1/RESULT/COVERAGE,GC7/T-TNT/RESULT/DRTB-1/RESULT/COVERAGE,Percentage of DST laboratories showing adequate performance on External Quality Assurance,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-1/TARGET/COVERAGE] Percentage of DST laboratories showing adequate performance on External Quality Assurance,DYKhRkmoP7q,GC7/T-TNT/TARGET/DRTB-1/TARGET/COVERAGE,GC7/T-TNT/TARGET/DRTB-1/TARGET/COVERAGE,Percentage of DST laboratories showing adequate performance on External Quality Assurance,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-2/COMMENT/COVERAGE] Number of people with confirmed RR-TB and/or MDR-TB notified,TfirSwJ9A2Z,GC7/T-TNT/COMMENT/DRTB-2/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/DRTB-2/COMMENT/COVERAGE,Number of people with confirmed RR-TB and/or MDR-TB notified,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-2/RESULT/COVERAGE] Number of people with confirmed RR-TB and/or MDR-TB notified,lkBwCFWZqQr,GC7/T-TNT/RESULT/DRTB-2/RESULT/COVERAGE,GC7/T-TNT/RESULT/DRTB-2/RESULT/COVERAGE,Number of people with confirmed RR-TB and/or MDR-TB notified,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-2/TARGET/COVERAGE] Number of people with confirmed RR-TB and/or MDR-TB notified,WYoE73Gc3YV,GC7/T-TNT/TARGET/DRTB-2/TARGET/COVERAGE,GC7/T-TNT/TARGET/DRTB-2/TARGET/COVERAGE,Number of people with confirmed RR-TB and/or MDR-TB notified,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-3/COMMENT/COVERAGE] Percentage of people with confirmed RR-TB and/or MDR-TB that began second-line treatment,SB3pH7HbtlS,GC7/T-TNT/COMMENT/DRTB-3/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/DRTB-3/COMMENT/COVERAGE,Percentage of people with confirmed RR-TB and/or MDR-TB that began second-line treatment,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-3/RESULT/COVERAGE] Percentage of people with confirmed RR-TB and/or MDR-TB that began second-line treatment,EvQhadHYExe,GC7/T-TNT/RESULT/DRTB-3/RESULT/COVERAGE,GC7/T-TNT/RESULT/DRTB-3/RESULT/COVERAGE,Percentage of people with confirmed RR-TB and/or MDR-TB that began second-line treatment,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-3/TARGET/COVERAGE] Percentage of people with confirmed RR-TB and/or MDR-TB that began second-line treatment,HIltxQjQxvr,GC7/T-TNT/TARGET/DRTB-3/TARGET/COVERAGE,GC7/T-TNT/TARGET/DRTB-3/TARGET/COVERAGE,Percentage of people with confirmed RR-TB and/or MDR-TB that began second-line treatment,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-6/COMMENT/COVERAGE] Percentage of TB patients with DST result for at least Rifampicin among the total number of notified (new and retreatment) patients during the reporting period,xshtklVYslW,GC7/T-TNT/COMMENT/DRTB-6/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/DRTB-6/COMMENT/COVERAGE,Percentage of TB patients with DST result for at least Rifampicin among the total number of notified (new and retreatment) patients during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-6/RESULT/COVERAGE] Percentage of TB patients with DST result for at least Rifampicin among the total number of notified (new and retreatment) patients during the reporting period,yMc0FeGifb7,GC7/T-TNT/RESULT/DRTB-6/RESULT/COVERAGE,GC7/T-TNT/RESULT/DRTB-6/RESULT/COVERAGE,Percentage of TB patients with DST result for at least Rifampicin among the total number of notified (new and retreatment) patients during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-6/TARGET/COVERAGE] Percentage of TB patients with DST result for at least Rifampicin among the total number of notified (new and retreatment) patients during the reporting period,PG1v99bBSSe,GC7/T-TNT/TARGET/DRTB-6/TARGET/COVERAGE,GC7/T-TNT/TARGET/DRTB-6/TARGET/COVERAGE,Percentage of TB patients with DST result for at least Rifampicin among the total number of notified (new and retreatment) patients during the reporting period,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-9/COMMENT/COVERAGE] Treatment success rate of RR-TB and/or MDR-TB: Percentage of patients with RR and/or MDR-TB successfully treated,oX8mbua08Ec,GC7/T-TNT/COMMENT/DRTB-9/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/DRTB-9/COMMENT/COVERAGE,Treatment success rate of RR-TB and/or MDR-TB: Percentage of patients with RR and/or MDR-TB successfully treated,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-9/RESULT/COVERAGE] Treatment success rate of RR-TB and/or MDR-TB: Percentage of patients with RR and/or MDR-TB successfully treated,UL0BcvgtYt8,GC7/T-TNT/RESULT/DRTB-9/RESULT/COVERAGE,GC7/T-TNT/RESULT/DRTB-9/RESULT/COVERAGE,Treatment success rate of RR-TB and/or MDR-TB: Percentage of patients with RR and/or MDR-TB successfully treated,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/DRTB-9/TARGET/COVERAGE] Treatment success rate of RR-TB and/or MDR-TB: Percentage of patients with RR and/or MDR-TB successfully treated,kGuAqby0jnP,GC7/T-TNT/TARGET/DRTB-9/TARGET/COVERAGE,GC7/T-TNT/TARGET/DRTB-9/TARGET/COVERAGE,Treatment success rate of RR-TB and/or MDR-TB: Percentage of patients with RR and/or MDR-TB successfully treated,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/HFS-1/COMMENT/COVERAGE] Percentage of public financial management system components used for grant financial management,EdBmYgiu3WX,GC7/T-TNT/COMMENT/HFS-1/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/HFS-1/COMMENT/COVERAGE,Percentage of public financial management system components used for grant financial management,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/HFS-1/RESULT/COVERAGE] Percentage of public financial management system components used for grant financial management,JsADwFdhYPU,GC7/T-TNT/RESULT/HFS-1/RESULT/COVERAGE,GC7/T-TNT/RESULT/HFS-1/RESULT/COVERAGE,Percentage of public financial management system components used for grant financial management,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/HFS-1/TARGET/COVERAGE] Percentage of public financial management system components used for grant financial management,DdKkxXkbdbB,GC7/T-TNT/TARGET/HFS-1/TARGET/COVERAGE,GC7/T-TNT/TARGET/HFS-1/TARGET/COVERAGE,Percentage of public financial management system components used for grant financial management,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/HFS-2/COMMENT/COVERAGE] Percentage of the government budget allocated to health,BIw9cBlHAJl,GC7/T-TNT/COMMENT/HFS-2/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/HFS-2/COMMENT/COVERAGE,Percentage of the government budget allocated to health,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/HFS-2/RESULT/COVERAGE] Percentage of the government budget allocated to health,uVbODo3BFZk,GC7/T-TNT/RESULT/HFS-2/RESULT/COVERAGE,GC7/T-TNT/RESULT/HFS-2/RESULT/COVERAGE,Percentage of the government budget allocated to health,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/HFS-2/TARGET/COVERAGE] Percentage of the government budget allocated to health,PvCofx6irmX,GC7/T-TNT/TARGET/HFS-2/TARGET/COVERAGE,GC7/T-TNT/TARGET/HFS-2/TARGET/COVERAGE,Percentage of the government budget allocated to health,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/HPM-1/COMMENT/COVERAGE] LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,seLYYdNij0i,GC7/T-TNT/COMMENT/HPM-1/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/HPM-1/COMMENT/COVERAGE,LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/HPM-1/RESULT/COVERAGE] LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,PyFsHQPGUfk,GC7/T-TNT/RESULT/HPM-1/RESULT/COVERAGE,GC7/T-TNT/RESULT/HPM-1/RESULT/COVERAGE,LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/HPM-1/TARGET/COVERAGE] LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,vFoxgWupK3S,GC7/T-TNT/TARGET/HPM-1/TARGET/COVERAGE,GC7/T-TNT/TARGET/HPM-1/TARGET/COVERAGE,LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/KVP-1/COMMENT/COVERAGE] Number of people with TB (all forms) notified among prisoners; *includes only those with new and relapse TB,RszO0lQuBjL,GC7/T-TNT/COMMENT/KVP-1/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/KVP-1/COMMENT/COVERAGE,Number of people with TB (all forms) notified among prisoners; *includes only those with new and relapse TB,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/KVP-1/RESULT/COVERAGE] Number of people with TB (all forms) notified among prisoners; *includes only those with new and relapse TB,QR4Oh4xnXtD,GC7/T-TNT/RESULT/KVP-1/RESULT/COVERAGE,GC7/T-TNT/RESULT/KVP-1/RESULT/COVERAGE,Number of people with TB (all forms) notified among prisoners; *includes only those with new and relapse TB,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/KVP-1/TARGET/COVERAGE] Number of people with TB (all forms) notified among prisoners; *includes only those with new and relapse TB,E4PP3m6GIHi,GC7/T-TNT/TARGET/KVP-1/TARGET/COVERAGE,GC7/T-TNT/TARGET/KVP-1/TARGET/COVERAGE,Number of people with TB (all forms) notified among prisoners; *includes only those with new and relapse TB,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB Plus Kit-AMC/RESULT/COMMODITIES] MDR TB Plus Kit AMC,tX4fcafej5K,GC7/T-TNT/MDR TB Plus Kit-AMC/RESULT/COMMODITIES,GC7/T-TNT/MDR TB Plus Kit-AMC/RESULT/COMMODITIES,MDR TB Plus Kit AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB Plus Kit-BAL/RESULT/COMMODITIES] MDR TB Plus Kit Ending Balance,WVIQHcIaSr8,GC7/T-TNT/MDR TB Plus Kit-BAL/RESULT/COMMODITIES,GC7/T-TNT/MDR TB Plus Kit-BAL/RESULT/COMMODITIES,MDR TB Plus Kit Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB Plus Kit-COMMENT/COMMENT/COMMODITIES] MDR TB Plus Kit Comments,FxVOj6OTnSr,GC7/T-TNT/MDR TB Plus Kit-COMMENT/COMMENT/COMMODIT,GC7/T-TNT/MDR TB Plus Kit-COMMENT/COMMENT/COMMODIT,MDR TB Plus Kit Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB Plus Kit-PROC/RESULT/COMMODITIES] MDR TB Plus Kit Under Procurement,Vh3AJfnXJdt,GC7/T-TNT/MDR TB Plus Kit-PROC/RESULT/COMMODITIES,GC7/T-TNT/MDR TB Plus Kit-PROC/RESULT/COMMODITIES,MDR TB Plus Kit Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB Plus Kit-SOR-D/RESULT/COMMODITIES] MDR TB Plus Kit SOR - Denominator,cmqgcnH3j3D,GC7/T-TNT/MDR TB Plus Kit-SOR-D/RESULT/COMMODITIES,GC7/T-TNT/MDR TB Plus Kit-SOR-D/RESULT/COMMODITIES,MDR TB Plus Kit SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB Plus Kit-SOR-N/RESULT/COMMODITIES] MDR TB Plus Kit SOR - Numerator,MIUZsWvqsHL,GC7/T-TNT/MDR TB Plus Kit-SOR-N/RESULT/COMMODITIES,GC7/T-TNT/MDR TB Plus Kit-SOR-N/RESULT/COMMODITIES,MDR TB Plus Kit SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB SL-AMC/RESULT/COMMODITIES] MDR TB SL AMC,bx7v0JFvJag,GC7/T-TNT/MDR TB SL-AMC/RESULT/COMMODITIES,GC7/T-TNT/MDR TB SL-AMC/RESULT/COMMODITIES,MDR TB SL AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB SL-BAL/RESULT/COMMODITIES] MDR TB SL Ending Balance,XlL3mqz3mP1,GC7/T-TNT/MDR TB SL-BAL/RESULT/COMMODITIES,GC7/T-TNT/MDR TB SL-BAL/RESULT/COMMODITIES,MDR TB SL Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB SL-COMMENT/COMMENT/COMMODITIES] MDR TB SL Comments,I5nyM7PyTS5,GC7/T-TNT/MDR TB SL-COMMENT/COMMENT/COMMODITIES,GC7/T-TNT/MDR TB SL-COMMENT/COMMENT/COMMODITIES,MDR TB SL Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB SL-PROC/RESULT/COMMODITIES] MDR TB SL Under Procurement,q5o2WFVHmls,GC7/T-TNT/MDR TB SL-PROC/RESULT/COMMODITIES,GC7/T-TNT/MDR TB SL-PROC/RESULT/COMMODITIES,MDR TB SL Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB SL-SOR-D/RESULT/COMMODITIES] MDR TB SL SOR - Denominator,Jy8Mokzg20M,GC7/T-TNT/MDR TB SL-SOR-D/RESULT/COMMODITIES,GC7/T-TNT/MDR TB SL-SOR-D/RESULT/COMMODITIES,MDR TB SL SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/MDR TB SL-SOR-N/RESULT/COMMODITIES] MDR TB SL SOR - Numerator,XzPNrGAKLXx,GC7/T-TNT/MDR TB SL-SOR-N/RESULT/COMMODITIES,GC7/T-TNT/MDR TB SL-SOR-N/RESULT/COMMODITIES,MDR TB SL SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Moxifloxacin 400mg-AMC/RESULT/COMMODITIES] Moxifloxacin 400mg AMC,JykNIRfXa7K,GC7/T-TNT/Moxifloxacin 400mg-AMC/RESULT/COMMODITIE,GC7/T-TNT/Moxifloxacin 400mg-AMC/RESULT/COMMODITIE,Moxifloxacin 400mg AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Moxifloxacin 400mg-BAL/RESULT/COMMODITIES] Moxifloxacin 400mg Ending Balance,rHCvZwpFzob,GC7/T-TNT/Moxifloxacin 400mg-BAL/RESULT/COMMODITIE,GC7/T-TNT/Moxifloxacin 400mg-BAL/RESULT/COMMODITIE,Moxifloxacin 400mg Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Moxifloxacin 400mg-COMMENT/COMMENT/COMMODITIES] Moxifloxacin 400mg Comments,vKoujeXsQcP,GC7/T-TNT/Moxifloxacin 400mg-COMMENT/COMMENT/COMMO,GC7/T-TNT/Moxifloxacin 400mg-COMMENT/COMMENT/COMMO,Moxifloxacin 400mg Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Moxifloxacin 400mg-PROC/RESULT/COMMODITIES] Moxifloxacin 400mg Under Procurement,NK0JJAPVaAS,GC7/T-TNT/Moxifloxacin 400mg-PROC/RESULT/COMMODITI,GC7/T-TNT/Moxifloxacin 400mg-PROC/RESULT/COMMODITI,Moxifloxacin 400mg Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Moxifloxacin 400mg-SOR-D/RESULT/COMMODITIES] Moxifloxacin 400mg SOR - Denominator,QqP2seiv9kO,GC7/T-TNT/Moxifloxacin 400mg-SOR-D/RESULT/COMMODIT,GC7/T-TNT/Moxifloxacin 400mg-SOR-D/RESULT/COMMODIT,Moxifloxacin 400mg SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/Moxifloxacin 400mg-SOR-N/RESULT/COMMODITIES] Moxifloxacin 400mg SOR - Numerator,p2MCPHoFHJJ,GC7/T-TNT/Moxifloxacin 400mg-SOR-N/RESULT/COMMODIT,GC7/T-TNT/Moxifloxacin 400mg-SOR-N/RESULT/COMMODIT,Moxifloxacin 400mg SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/RHZ/75/50/150 tabs -AMC/RESULT/COMMODITIES] RHZ/75/50/150 tabs  AMC,aJK5LfThEx3,GC7/T-TNT/RHZ/75/50/150 tabs -AMC/RESULT/COMMODITI,GC7/T-TNT/RHZ/75/50/150 tabs -AMC/RESULT/COMMODITI,RHZ/75/50/150 tabs  AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/T-TNT/RHZ/75/50/150 tabs -BAL/RESULT/COMMODITIES] RHZ/75/50/150 tabs  Ending Balance,zD1A1b2ribr,GC7/T-TNT/RHZ/75/50/150 tabs -BAL/RESULT/COMMODITI,GC7/T-TNT/RHZ/75/50/150 tabs -BAL/RESULT/COMMODITI,RHZ/75/50/150 tabs  Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
