name,id,code,shortName,description,formName,domainType,valueType,aggregationoperator,categoryCombo.id,class,Inverse
[GC7/H-TNT/Cotrimoxazole 240mg/5ml suspension-SOR-D/RESULT/COMMODITIES] Cotrimoxazole 240mg/5ml suspension SOR - Denominator,ysr5ukIAAYE,GC7/H-TNT/Cotrimoxazole 240mg/5ml suspension-SOR-D,GC7/H-TNT/Cotrimoxazole 240mg/5ml suspension-SOR-D,Cotrimoxazole 240mg/5ml suspension SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/Cotrimoxazole 240mg/5ml suspension-SOR-N/RESULT/COMMODITIES] Cotrimoxazole 240mg/5ml suspension SOR - Numerator,yYGlijOlyaK,GC7/H-TNT/Cotrimoxazole 240mg/5ml suspension-SOR-N,GC7/H-TNT/Cotrimoxazole 240mg/5ml suspension-SOR-N,Cotrimoxazole 240mg/5ml suspension SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/DTG 10mg-AMC/RESULT/COMMODITIES] DTG 10mg AMC,J7Djeekta4f,GC7/H-TNT/DTG 10mg-AMC/RESULT/COMMODITIES,GC7/H-TNT/DTG 10mg-AMC/RESULT/COMMODITIES,DTG 10mg AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/DTG 10mg-BAL/RESULT/COMMODITIES] DTG 10mg Ending Balance,Ypei5Ml6u5C,GC7/H-TNT/DTG 10mg-BAL/RESULT/COMMODITIES,GC7/H-TNT/DTG 10mg-BAL/RESULT/COMMODITIES,DTG 10mg Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/DTG 10mg-COMMENT/COMMENT/COMMODITIES] DTG 10mg Comments,LccPq9zvaz1,GC7/H-TNT/DTG 10mg-COMMENT/COMMENT/COMMODITIES,GC7/H-TNT/DTG 10mg-COMMENT/COMMENT/COMMODITIES,DTG 10mg Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/DTG 10mg-PROC/RESULT/COMMODITIES] DTG 10mg Under Procurement,TrGjJLCUK8I,GC7/H-TNT/DTG 10mg-PROC/RESULT/COMMODITIES,GC7/H-TNT/DTG 10mg-PROC/RESULT/COMMODITIES,DTG 10mg Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/DTG 10mg-SOR-D/RESULT/COMMODITIES] DTG 10mg SOR - Denominator,kzmY7AM1BJm,GC7/H-TNT/DTG 10mg-SOR-D/RESULT/COMMODITIES,GC7/H-TNT/DTG 10mg-SOR-D/RESULT/COMMODITIES,DTG 10mg SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/DTG 10mg-SOR-N/RESULT/COMMODITIES] DTG 10mg SOR - Numerator,mF7csDsV13M,GC7/H-TNT/DTG 10mg-SOR-N/RESULT/COMMODITIES,GC7/H-TNT/DTG 10mg-SOR-N/RESULT/COMMODITIES,DTG 10mg SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/EID – Qualitative (Roche)-AMC/COMMENT/COMMODITIES] EID – Qualitative (Roche) AMC,suunJhs19NE,GC7/H-TNT/EID – Qualitative (Roche)-AMC/COMMENT/CO,GC7/H-TNT/EID – Qualitative (Roche)-AMC/COMMENT/CO,EID – Qualitative (Roche) AMC,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/EID – Qualitative (Roche)-BAL/COMMENT/COMMODITIES] EID – Qualitative (Roche) Ending Balance,aFqOEg7oZ8H,GC7/H-TNT/EID – Qualitative (Roche)-BAL/COMMENT/CO,GC7/H-TNT/EID – Qualitative (Roche)-BAL/COMMENT/CO,EID – Qualitative (Roche) Ending Balance,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/EID – Qualitative (Roche)-COMMENT/COMMENT/COMMODITIES] EID – Qualitative (Roche) Comments,vF7gujXOtmm,GC7/H-TNT/EID – Qualitative (Roche)-COMMENT/COMMEN,GC7/H-TNT/EID – Qualitative (Roche)-COMMENT/COMMEN,EID – Qualitative (Roche) Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/EID – Qualitative (Roche)-PROC/COMMENT/COMMODITIES] EID – Qualitative (Roche) Under Procurement,gBCISqEJmzJ,GC7/H-TNT/EID – Qualitative (Roche)-PROC/COMMENT/C,GC7/H-TNT/EID – Qualitative (Roche)-PROC/COMMENT/C,EID – Qualitative (Roche) Under Procurement,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/EID – Qualitative (Roche)-SOR-D/COMMENT/COMMODITIES] EID – Qualitative (Roche) SOR - Denominator,Q5PaImT9y3t,GC7/H-TNT/EID – Qualitative (Roche)-SOR-D/COMMENT/,GC7/H-TNT/EID – Qualitative (Roche)-SOR-D/COMMENT/,EID – Qualitative (Roche) SOR - Denominator,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/EID – Qualitative (Roche)-SOR-N/COMMENT/COMMODITIES] EID – Qualitative (Roche) SOR - Numerator,RO5bUiGSKTg,GC7/H-TNT/EID – Qualitative (Roche)-SOR-N/COMMENT/,GC7/H-TNT/EID – Qualitative (Roche)-SOR-N/COMMENT/,EID – Qualitative (Roche) SOR - Numerator,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HIV I-13/COMMENT/IMPACT] Percentage of people living with HIV,Eq3jxxXgrOT,GC7/H-TNT/COMMENT/HIV I-13/COMMENT/IMPACT,GC7/H-TNT/COMMENT/HIV I-13/COMMENT/IMPACT,Percentage of people living with HIV,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HIV I-13/RESULT/IMPACT] Percentage of people living with HIV,Z882BK3Zj24,GC7/H-TNT/RESULT/HIV I-13/RESULT/IMPACT,GC7/H-TNT/RESULT/HIV I-13/RESULT/IMPACT,Percentage of people living with HIV,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HIV I-13/TARGET/IMPACT] Percentage of people living with HIV,eXVVEy4nbjU,GC7/H-TNT/TARGET/HIV I-13/TARGET/IMPACT,GC7/H-TNT/TARGET/HIV I-13/TARGET/IMPACT,Percentage of people living with HIV,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HIV I-14/COMMENT/IMPACT] Number of new HIV infections per 1000 uninfected population,paLHoeeYeWf,GC7/H-TNT/COMMENT/HIV I-14/COMMENT/IMPACT,GC7/H-TNT/COMMENT/HIV I-14/COMMENT/IMPACT,Number of new HIV infections per 1000 uninfected population,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HIV I-14/RESULT/IMPACT] Number of new HIV infections per 1000 uninfected population,psVUzUy0QmW,GC7/H-TNT/RESULT/HIV I-14/RESULT/IMPACT,GC7/H-TNT/RESULT/HIV I-14/RESULT/IMPACT,Number of new HIV infections per 1000 uninfected population,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HIV I-14/TARGET/IMPACT] Number of new HIV infections per 1000 uninfected population,J3frSOHc7W4,GC7/H-TNT/TARGET/HIV I-14/TARGET/IMPACT,GC7/H-TNT/TARGET/HIV I-14/TARGET/IMPACT,Number of new HIV infections per 1000 uninfected population,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HIV I-6/COMMENT/IMPACT] Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months,irqX3d5P9lS,GC7/H-TNT/COMMENT/HIV I-6/COMMENT/IMPACT,GC7/H-TNT/COMMENT/HIV I-6/COMMENT/IMPACT,Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HIV I-6/RESULT/IMPACT] Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months,SEDILr3dvNF,GC7/H-TNT/RESULT/HIV I-6/RESULT/IMPACT,GC7/H-TNT/RESULT/HIV I-6/RESULT/IMPACT,Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HIV I-6/TARGET/IMPACT] Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months,oiJ51TWRLTF,GC7/H-TNT/TARGET/HIV I-6/TARGET/IMPACT,GC7/H-TNT/TARGET/HIV I-6/TARGET/IMPACT,Estimated percentage of children newly infected with HIV from mother-to-child transmission among women living with HIV delivering in the past 12 months,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HTS-5/COMMENT/COVERAGE] Percentage of people newly diagnosed with HIV initiated on ART,caRRcGCZ0NV,GC7/H-TNT/COMMENT/HTS-5/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/HTS-5/COMMENT/COVERAGE,Percentage of people newly diagnosed with HIV initiated on ART,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HTS-5/RESULT/COVERAGE] Percentage of people newly diagnosed with HIV initiated on ART,UdVMJJLcmwq,GC7/H-TNT/RESULT/HTS-5/RESULT/COVERAGE,GC7/H-TNT/RESULT/HTS-5/RESULT/COVERAGE,Percentage of people newly diagnosed with HIV initiated on ART,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/HTS-5/TARGET/COVERAGE] Percentage of people newly diagnosed with HIV initiated on ART,G8fOwVv8PRe,GC7/H-TNT/TARGET/HTS-5/TARGET/COVERAGE,GC7/H-TNT/TARGET/HTS-5/TARGET/COVERAGE,Percentage of people newly diagnosed with HIV initiated on ART,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
"[GC7/H-TNT/NVP 50mg/5ml, 100 mls-AMC/RESULT/COMMODITIES] NVP 50mg/5ml, 100 mls AMC",BacSwNlS6VN,"GC7/H-TNT/NVP 50mg/5ml, 100 mls-AMC/RESULT/COMMODI","GC7/H-TNT/NVP 50mg/5ml, 100 mls-AMC/RESULT/COMMODI","NVP 50mg/5ml, 100 mls AMC",NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[GC7/H-TNT/NVP 50mg/5ml, 100 mls-BAL/RESULT/COMMODITIES] NVP 50mg/5ml, 100 mls Ending Balance",dDZ7jZAbTNZ,"GC7/H-TNT/NVP 50mg/5ml, 100 mls-BAL/RESULT/COMMODI","GC7/H-TNT/NVP 50mg/5ml, 100 mls-BAL/RESULT/COMMODI","NVP 50mg/5ml, 100 mls Ending Balance",NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[GC7/H-TNT/NVP 50mg/5ml, 100 mls-COMMENT/COMMENT/COMMODITIES] NVP 50mg/5ml, 100 mls Comments",P3doZVNNUWg,"GC7/H-TNT/NVP 50mg/5ml, 100 mls-COMMENT/COMMENT/CO","GC7/H-TNT/NVP 50mg/5ml, 100 mls-COMMENT/COMMENT/CO","NVP 50mg/5ml, 100 mls Comments",LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[GC7/H-TNT/NVP 50mg/5ml, 100 mls-PROC/RESULT/COMMODITIES] NVP 50mg/5ml, 100 mls Under Procurement",fuiYtGzTAgh,"GC7/H-TNT/NVP 50mg/5ml, 100 mls-PROC/RESULT/COMMOD","GC7/H-TNT/NVP 50mg/5ml, 100 mls-PROC/RESULT/COMMOD","NVP 50mg/5ml, 100 mls Under Procurement",NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[GC7/H-TNT/NVP 50mg/5ml, 100 mls-SOR-D/RESULT/COMMODITIES] NVP 50mg/5ml, 100 mls SOR - Denominator",ASuyKerbnL5,"GC7/H-TNT/NVP 50mg/5ml, 100 mls-SOR-D/RESULT/COMMO","GC7/H-TNT/NVP 50mg/5ml, 100 mls-SOR-D/RESULT/COMMO","NVP 50mg/5ml, 100 mls SOR - Denominator",NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
"[GC7/H-TNT/NVP 50mg/5ml, 100 mls-SOR-N/RESULT/COMMODITIES] NVP 50mg/5ml, 100 mls SOR - Numerator",IFMLXTgX58Y,"GC7/H-TNT/NVP 50mg/5ml, 100 mls-SOR-N/RESULT/COMMO","GC7/H-TNT/NVP 50mg/5ml, 100 mls-SOR-N/RESULT/COMMO","NVP 50mg/5ml, 100 mls SOR - Numerator",NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RSSH/PP LAB-3/COMMENT/COVERAGE] Percentage of laboratories successfully participating in external quality assurance (EQA) or proficiency testing (PT) schemes.,pbC0cNZtQle,GC7/H-TNT/COMMENT/RSSH/PP LAB-3/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/RSSH/PP LAB-3/COMMENT/COVERAGE,Percentage of laboratories successfully participating in external quality assurance (EQA) or proficiency testing (PT) schemes.,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RSSH/PP LAB-3/RESULT/COVERAGE] Percentage of laboratories successfully participating in external quality assurance (EQA) or proficiency testing (PT) schemes.,ohtfuJqyvfs,GC7/H-TNT/RESULT/RSSH/PP LAB-3/RESULT/COVERAGE,GC7/H-TNT/RESULT/RSSH/PP LAB-3/RESULT/COVERAGE,Percentage of laboratories successfully participating in external quality assurance (EQA) or proficiency testing (PT) schemes.,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RSSH/PP LAB-3/TARGET/COVERAGE] Percentage of laboratories successfully participating in external quality assurance (EQA) or proficiency testing (PT) schemes.,yIy5lNbpwvO,GC7/H-TNT/TARGET/RSSH/PP LAB-3/TARGET/COVERAGE,GC7/H-TNT/TARGET/RSSH/PP LAB-3/TARGET/COVERAGE,Percentage of laboratories successfully participating in external quality assurance (EQA) or proficiency testing (PT) schemes.,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Confirmatory Test-AMC/RESULT/COMMODITIES] RTKs – Confirmatory Test AMC,zGZBIV3mQ86,GC7/H-TNT/RTKs – Confirmatory Test-AMC/RESULT/COMM,GC7/H-TNT/RTKs – Confirmatory Test-AMC/RESULT/COMM,RTKs – Confirmatory Test AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Confirmatory Test-BAL/RESULT/COMMODITIES] RTKs – Confirmatory Test Ending Balance,uFoF8liD4fr,GC7/H-TNT/RTKs – Confirmatory Test-BAL/RESULT/COMM,GC7/H-TNT/RTKs – Confirmatory Test-BAL/RESULT/COMM,RTKs – Confirmatory Test Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Confirmatory Test-COMMENT/COMMENT/COMMODITIES] RTKs – Confirmatory Test Comments,rrbTxyntCw2,GC7/H-TNT/RTKs – Confirmatory Test-COMMENT/COMMENT,GC7/H-TNT/RTKs – Confirmatory Test-COMMENT/COMMENT,RTKs – Confirmatory Test Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Confirmatory Test-PROC/RESULT/COMMODITIES] RTKs – Confirmatory Test Under Procurement,NXritRlb9K4,GC7/H-TNT/RTKs – Confirmatory Test-PROC/RESULT/COM,GC7/H-TNT/RTKs – Confirmatory Test-PROC/RESULT/COM,RTKs – Confirmatory Test Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Confirmatory Test-SOR-D/RESULT/COMMODITIES] RTKs – Confirmatory Test SOR - Denominator,v8RKVCNJ6qA,GC7/H-TNT/RTKs – Confirmatory Test-SOR-D/RESULT/CO,GC7/H-TNT/RTKs – Confirmatory Test-SOR-D/RESULT/CO,RTKs – Confirmatory Test SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Confirmatory Test-SOR-N/RESULT/COMMODITIES] RTKs – Confirmatory Test SOR - Numerator,spdW96DTHbG,GC7/H-TNT/RTKs – Confirmatory Test-SOR-N/RESULT/CO,GC7/H-TNT/RTKs – Confirmatory Test-SOR-N/RESULT/CO,RTKs – Confirmatory Test SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Rapid Screening Test-AMC/RESULT/COMMODITIES] RTKs – Rapid Screening Test AMC,rRvlXJ5yqtX,GC7/H-TNT/RTKs – Rapid Screening Test-AMC/RESULT/C,GC7/H-TNT/RTKs – Rapid Screening Test-AMC/RESULT/C,RTKs – Rapid Screening Test AMC,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Rapid Screening Test-BAL/RESULT/COMMODITIES] RTKs – Rapid Screening Test Ending Balance,jIDoqcxg2Ks,GC7/H-TNT/RTKs – Rapid Screening Test-BAL/RESULT/C,GC7/H-TNT/RTKs – Rapid Screening Test-BAL/RESULT/C,RTKs – Rapid Screening Test Ending Balance,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Rapid Screening Test-COMMENT/COMMENT/COMMODITIES] RTKs – Rapid Screening Test Comments,a19tPJUw7r3,GC7/H-TNT/RTKs – Rapid Screening Test-COMMENT/COMM,GC7/H-TNT/RTKs – Rapid Screening Test-COMMENT/COMM,RTKs – Rapid Screening Test Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Rapid Screening Test-PROC/RESULT/COMMODITIES] RTKs – Rapid Screening Test Under Procurement,JRbbSiHps6P,GC7/H-TNT/RTKs – Rapid Screening Test-PROC/RESULT/,GC7/H-TNT/RTKs – Rapid Screening Test-PROC/RESULT/,RTKs – Rapid Screening Test Under Procurement,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Rapid Screening Test-SOR-D/RESULT/COMMODITIES] RTKs – Rapid Screening Test SOR - Denominator,ZxFdbF3To6N,GC7/H-TNT/RTKs – Rapid Screening Test-SOR-D/RESULT,GC7/H-TNT/RTKs – Rapid Screening Test-SOR-D/RESULT,RTKs – Rapid Screening Test SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/RTKs – Rapid Screening Test-SOR-N/RESULT/COMMODITIES] RTKs – Rapid Screening Test SOR - Numerator,bajDhuPB4DY,GC7/H-TNT/RTKs – Rapid Screening Test-SOR-N/RESULT,GC7/H-TNT/RTKs – Rapid Screening Test-SOR-N/RESULT,RTKs – Rapid Screening Test SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TB/HIV-3.1a/COMMENT/COVERAGE] Percentage of people living with HIV newly initiated on ART who were screened for TB,cosz84WnWCF,GC7/H-TNT/COMMENT/TB/HIV-3.1a/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/TB/HIV-3.1a/COMMENT/COVERAGE,Percentage of people living with HIV newly initiated on ART who were screened for TB,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TB/HIV-3.1a/RESULT/COVERAGE] Percentage of people living with HIV newly initiated on ART who were screened for TB,u8MqKSJMLo7,GC7/H-TNT/RESULT/TB/HIV-3.1a/RESULT/COVERAGE,GC7/H-TNT/RESULT/TB/HIV-3.1a/RESULT/COVERAGE,Percentage of people living with HIV newly initiated on ART who were screened for TB,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TB/HIV-3.1a/TARGET/COVERAGE] Percentage of people living with HIV newly initiated on ART who were screened for TB,NLsmsgoecWr,GC7/H-TNT/TARGET/TB/HIV-3.1a/TARGET/COVERAGE,GC7/H-TNT/TARGET/TB/HIV-3.1a/TARGET/COVERAGE,Percentage of people living with HIV newly initiated on ART who were screened for TB,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TB/HIV-7.1/COMMENT/COVERAGE] Percentage of people living with HIV currently enrolled on antiretroviral therapy who started TB preventive treatment (TPT) during the reporting period,Ka7uD31Ribu,GC7/H-TNT/COMMENT/TB/HIV-7.1/COMMENT/COVERAGE,GC7/H-TNT/COMMENT/TB/HIV-7.1/COMMENT/COVERAGE,Percentage of people living with HIV currently enrolled on antiretroviral therapy who started TB preventive treatment (TPT) during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TB/HIV-7.1/RESULT/COVERAGE] Percentage of people living with HIV currently enrolled on antiretroviral therapy who started TB preventive treatment (TPT) during the reporting period,fWeywafKw3m,GC7/H-TNT/RESULT/TB/HIV-7.1/RESULT/COVERAGE,GC7/H-TNT/RESULT/TB/HIV-7.1/RESULT/COVERAGE,Percentage of people living with HIV currently enrolled on antiretroviral therapy who started TB preventive treatment (TPT) during the reporting period,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
[GC7/H-TNT/TB/HIV-7.1/TARGET/COVERAGE] Percentage of people living with HIV currently enrolled on antiretroviral therapy who started TB preventive treatment (TPT) during the reporting period,TnirZliWIav,GC7/H-TNT/TARGET/TB/HIV-7.1/TARGET/COVERAGE,GC7/H-TNT/TARGET/TB/HIV-7.1/TARGET/COVERAGE,Percentage of people living with HIV currently enrolled on antiretroviral therapy who started TB preventive treatment (TPT) during the reporting period,NUMBER,AGGREGATE,PERCENTAGE,,bjDvmb4bfuf,Programmes PR,No
