name,id,code,shortName,description,formName,domainType,valueType,aggregationoperator,categoryCombo.id,class,Inverse
"[T-AMREF: IIT_TRACE, TARGET] Proportion of Treatment interrupters traced & referred",bbzzYHWMw5T,"T-AMREF: IIT_TRACE, TARGET","T-AMREF: IIT_TRACE, TARGET",IIT_TRACE Proportion of Treatment interrupters traced & referred,INTEGER,AGGREGATE,INTEGER,,bjDvmb4bfuf,Programmes PR,No
"[T-AMREF: ISSUES, RESULT] Number of issues reported through the i-monitor platform",g3D7weCXZvg,"T-AMREF: ISSUES, RESULT","T-AMREF: ISSUES, RESULT",Number of issues reported through the i-monitor platform,INTEGER,AGGREGATE,INTEGER,,bjDvmb4bfuf,Programmes PR,No
"[T-AMREF: ISSUES, TARGET] Number of issues reported through the i-monitor platform",gErJB19NupL,"T-AMREF: ISSUES, TARGET","T-AMREF: ISSUES, TARGET",Number of issues reported through the i-monitor platform,INTEGER,AGGREGATE,INTEGER,,bjDvmb4bfuf,Programmes PR,No
"[T-AMREF: MDR_SUPPORT, COMMENT] MDR TB patients receiving support",XeExFPQqLyd,"T-AMREF: MDR_SUPPORT, COMMENT","T-AMREF: MDR_SUPPORT, COMMENT",MDR_SUPPORT MDR TB patients receiving support,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[T-AMREF: MDR_SUPPORT, RESULT] MDR TB patients receiving support",Qq7DxXQo1jT,"T-AMREF: MDR_SUPPORT, RESULT","T-AMREF: MDR_SUPPORT, RESULT",MDR_SUPPORT MDR TB patients receiving support,INTEGER,AGGREGATE,INTEGER,,bjDvmb4bfuf,Programmes PR,No
"[T-AMREF: MDR_SUPPORT, TARGET] MDR TB patients receiving support",bJVFqYujdhP,"T-AMREF: MDR_SUPPORT, TARGET","T-AMREF: MDR_SUPPORT, TARGET",MDR_SUPPORT MDR TB patients receiving support,INTEGER,AGGREGATE,INTEGER,,bjDvmb4bfuf,Programmes PR,No
"[T-AMREF: ON_TX, RESULT] Total started on treatment",L8Kr25E58uu,"T-AMREF: ON_TX, RESULT","T-AMREF: ON_TX, RESULT",ON_TX Total started on treatment,INTEGER,AGGREGATE,INTEGER,,lIcEPwNcdIT,Programmes PR,No
"[T-AMREF: PEOPLE_REFER, RESULT] People Referred",BEmYHaqFUYM,"T-AMREF: PEOPLE_REFER, RESULT","T-AMREF: PEOPLE_REFER, RESULT",PEOPLE_REFER People Referred,INTEGER,AGGREGATE,INTEGER,,lIcEPwNcdIT,Programmes PR,No
"[T-AMREF: PEOPLE_TEST, RESULT] Tested people",LsYPcu34In0,"T-AMREF: PEOPLE_TEST, RESULT","T-AMREF: PEOPLE_TEST, RESULT",PEOPLE_TEST Tested people,INTEGER,AGGREGATE,INTEGER,,lIcEPwNcdIT,Programmes PR,No
"[T-AMREF: PRESUMED, RESULT] Presumptive",mq8GsCsZ1mp,"T-AMREF: PRESUMED, RESULT","T-AMREF: PRESUMED, RESULT",PRESUMED Presumptive,INTEGER,AGGREGATE,INTEGER,,lIcEPwNcdIT,Programmes PR,No
"[T-AMREF: RADIOLOGY, RESULT] Radiology test",ASAxYE43d97,"T-AMREF: RADIOLOGY, RESULT","T-AMREF: RADIOLOGY, RESULT",RADIOLOGY Radiology test,INTEGER,AGGREGATE,INTEGER,,lIcEPwNcdIT,Programmes PR,No
"[T-AMREF: SAMPLES, RESULT] Number of samples transported through the integrated sample referral network",XLLQJqud5t5,"T-AMREF: SAMPLES, RESULT","T-AMREF: SAMPLES, RESULT",Number of samples transported through the integrated sample referral network,INTEGER,AGGREGATE,INTEGER,,bjDvmb4bfuf,Programmes PR,No
"[T-AMREF: SAMPLES, TARGET] Number of samples transported through the integrated sample referral network",rZmRKjJ7zvg,"T-AMREF: SAMPLES, TARGET","T-AMREF: SAMPLES, TARGET",Number of samples transported through the integrated sample referral network,INTEGER,AGGREGATE,INTEGER,,bjDvmb4bfuf,Programmes PR,No
"[T-AMREF: SAMPLE_REFER, RESULT] Samples Referred",uQLitb4537j,"T-AMREF: SAMPLE_REFER, RESULT","T-AMREF: SAMPLE_REFER, RESULT",SAMPLE_REFER Samples Referred,INTEGER,AGGREGATE,INTEGER,,lIcEPwNcdIT,Programmes PR,No
"[T-AMREF: SAMPLE_TEST, RESULT] Tested Samples",DuwzYgW30Xx,"T-AMREF: SAMPLE_TEST, RESULT","T-AMREF: SAMPLE_TEST, RESULT",SAMPLE_TEST Tested Samples,INTEGER,AGGREGATE,INTEGER,,lIcEPwNcdIT,Programmes PR,No
"[T-AMREF: SCREEN, RESULT] Screened",QP2xrqUfM35,"T-AMREF: SCREEN, RESULT","T-AMREF: SCREEN, RESULT",SCREEN Screened,INTEGER,AGGREGATE,INTEGER,,lIcEPwNcdIT,Programmes PR,No
"[T-AMREF: TCP-7c, COMMENT] Proportion of notified TB cases contributed by community referral",lrXmREYkg55,"T-AMREF: TCP-7c, COMMENT","T-AMREF: TCP-7c, COMMENT",TCP-7c Proportion of notified TB cases contributed by community referral,LONG_TEXT,AGGREGATE,LONG_TEXT,,bjDvmb4bfuf,Programmes PR,No
"[T-AMREF: TCP-7c, RESULT] Proportion of notified TB cases contributed by community referral",ZY3bK7lEAYV,"T-AMREF: TCP-7c, RESULT","T-AMREF: TCP-7c, RESULT",TCP-7c Proportion of notified TB cases contributed by community referral,INTEGER,AGGREGATE,INTEGER,,bjDvmb4bfuf,Programmes PR,No
"[T-AMREF: TCP-7c, TARGET] Proportion of notified TB cases contributed by community referral",UTz33RTcy0L,"T-AMREF: TCP-7c, TARGET","T-AMREF: TCP-7c, TARGET",TCP-7c Proportion of notified TB cases contributed by community referral,INTEGER,AGGREGATE,INTEGER,,bjDvmb4bfuf,Programmes PR,No
